participant_id,Gender,Age,Ethnicity,Task_Order,Experimenter,Condition,Incentive ,Comments,Unnamed: 5,PI_Enticing,PI_Alive,PI_Safe,PI_Good,PI_Changing,PI_Hierarchical,PI_Understandable,PI_AboutMe,PI_Abundant,PI_Acceptable,PI_Beautiful,PI_Cooperative,PI_Funny,PI_Harmless,PI_Improvable,PI_Intentional,PI_Interconnected,PI_Interesting,PI_Just,PI_Meaningful,PI_NeedsMe,PI_Pleasurable,PI_Progressing,PI_Regenerative,PI_Stable,PI_WorthExploring,MAIA_Noticing,MAIA_NotDistracting,MAIA_NotWorrying,MAIA_AttentionRegulation,MAIA_EmotionalAwareness,MAIA_SelfRegulation,MAIA_BodyListening,MAIA_Trusting,PI_Beautiful_4_GE,PI_Regenerative_4_GS_R,PI_Good_1_G_R,PI_Understandable_4_G,PI_Stable_4_GS_R,PI_Regenerative_3_GS,PI_Understandable_2_G_R,PI_Cooperative_1_GS_R,PI_Abundant_2_GE,PI_Changing_5_R,PI_Acceptable_2_R,PI_Hierarchical_4,PI_Just_4_GS,PI_Meaningful_1_GE,PI_Changing_3,PI_Stable_1_GS_R,PI_NeedsMe_3_GA_R,PI_Enticing_1_GE,PI_Harmless_4_GS,PI_Harmless_3_GS,PI_Cooperative_4_GS,PI_Understandable_1_G,PI_Changing_1,PI_WorthExploring_1_GE,PI_Harmless_1_GS,PI_Harmless_2_GS_R,PI_Funny_1_GE,PI_Intentional_2_A,PI_Harmless_5_GS_R,PI_Just_2_GA,PI_Funny_2_GE,PI_Beautiful_1_GE,PI_Hierarchical_5,PI_Pleasurable_4_GS,PI_Interconnected_2_R,PI_Intentional_5_A_R,PI_Progressing_2_GS_R,PI_Hierarchical_3_R,PI_Interesting_1_GE_R,PI_Intentional_1_A,PI_Interesting_4_GE_R,PI_Abundant_4_GE,PI_Regenerative_1_GS,PI_WorthExploring_3_GE,PI_Stable_3_GS_R,PI_Progressing_1_GS_R,PI_Understandable_3_G_R,PI_Improvable_2_G_R,PI_Beautiful_2_GE_R,PI_Improvable_5_GE,PI_Meaningful_3_GE_R,PI_AboutMe_4,PI_Acceptable_4_R,PI_NeedsMe_4_GA,PI_Stable_2_GS,PI_Improvable_1_G,PI_Improvable_4_GE,PI_Funny_3_G_R,PI_Funny_4_GE,PI_WorthExploring_2_GE_R,PI_WorthExploring_4_GE,PI_Pleasurable_3_GS_R,PI_AboutMe_1_A,PI_Interesting_2_GE_R,PI_Progressing_3_GS,PI_Improvable_3_GE,PI_Pleasurable_1_GS_R,PI_Interesting_3_GE,PI_AboutMe_5_A,PI_Changing_2,PI_Hierarchical_1,PI_Just_5_GS_R,PI_NeedsMe_2_GA,PI_Hierarchical_2,PI_Pleasurable_2_GS,PI_Cooperative_3_GS_R,PI_Abundant_1_GE,PI_Enticing_2_GE,PI_Acceptable_1_R,PI_Pleasurable_5_GS,PI_Meaningful_4_GE_R,PI_AboutMe_2_A,PI_Abundant_3_GE_R,PI_Regenerative_2_GS_R,PI_Interconnected_4,PI_AboutMe_3_A_R,PI_Just_3_GS,PI_Interconnected_3,PI_Just_1_G,PI_Intentional_4_A_R,PI_Beautiful_3_GE,PI_Intentional_3_A,PI_Meaningful_2_GE_R,PI_Acceptable_3,PI_Progressing_4_GS,PI_Changing_4,PI_NeedsMe_1_GA,PI_Cooperative_2_GS_R,PI_Interconnected_1,MAIA_NotWorrying_5_R,MAIA_NotDistracting_1_R,MAIA_NotDistracting_2_R,MAIA_NotWorrying_1_R,MAIA_EmotionalAwareness_2,MAIA_SelfRegulation_3,MAIA_NotDistracting_6_R,MAIA_Noticing_1,MAIA_AttentionRegulation_3,MAIA_Trusting_1,MAIA_NotDistracting_3_R,MAIA_BodyListening_2,MAIA_NotDistracting_5_R,MAIA_Noticing_2,MAIA_Trusting_2,MAIA_AttentionRegulation_4,MAIA_EmotionalAwareness_5,MAIA_EmotionalAwareness_3,MAIA_Noticing_4,MAIA_NotWorrying_3,MAIA_Noticing_3,MAIA_SelfRegulation_2,MAIA_BodyListening_1,MAIA_NotWorrying_4,MAIA_AttentionRegulation_6,MAIA_EmotionalAwareness_4,MAIA_Trusting_3,MAIA_AttentionRegulation_7,MAIA_NotDistracting_4_R,MAIA_SelfRegulation_4,MAIA_AttentionRegulation_2,MAIA_EmotionalAwareness_1,MAIA_AttentionRegulation_1,MAIA_SelfRegulation_1,MAIA_NotWorrying_2_R,MAIA_BodyListening_3,MAIA_AttentionRegulation_5,IAS_16,IAS_14,IAS_5,IAS_10,IAS_19,IAS_15,IAS_20,IAS_18,IAS_8,IAS_3,IAS_9,IAS_11,IAS_4,IAS_21,IAS_6,IAS_17,IAS_2,IAS_1,IAS_7,IAS_13,IAS_12,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SampEn,HRV_HF,HRV_HFD,HRV_LFHF,HRV_IALS,HRV_Ca,HRV_AI,HCT_Accuracy,HCT_Sensibility,HCT_Awareness,HRV_MeanNN_HCT,HRV_SDNN_HCT,HRV_RMSSD_HCT
sub-133,Female,19.0,Asian,Task_First,Exp6,Task,Credits_4,EEG was noisy during RS with AF7 being very high but after adjustment the EEG levels were stable during TAP and HCT. ECG had clear r-peaks throughout. RSP has clear peaks throughout. Pt started the TAP slightly late.,,0.7444444444444444,0.7175,0.3633333333333333,0.6133802816901408,0.416,0.206,0.3324999999999999,0.768,0.7625000000000001,0.4425,0.7675,0.4175,0.3575,0.4,0.818,0.906,0.6725,0.81,0.818,0.7250000000000001,0.6975,0.75,0.3075,0.0975,0.425,1.0,0.8025,0.2216666666666666,0.366,0.5985714285714286,0.818,0.8425,0.95,0.82,1.0,0.7,0.18,0.22,0.84,0.92,0.36,0.57,0.93,0.66,0.78,0.06,1.0,0.85,0.48,0.37,0.42,1.0,0.41,0.83,0.45,0.26,0.36,1.0,0.07,0.47,0.43,1.0,0.84,0.98,0.57,0.72,0.67,1.0,0.47,0.16,0.83,0.98,0.2,1.0,0.0,0.81,0.99,1.0,0.64,0.79,0.79,0.63,0.65,0.77,0.23,0.58,0.35,0.76,0.55,0.97,0.99,1.0,0.43,0.0,1.0,0.53,0.91,0.45,0.47,0.99,0.33,0.89,0.86,0.54,0.02,0.43,0.78,0.26,0.76,0.54,0.36,1.0,0.45,0.85,0.13,0.73,0.05,1.0,0.94,0.24,0.81,0.57,0.73,0.31,1.0,1.0,0.59,0.35,0.38,0.36,0.67,0.67,0.65,0.59,1.0,0.76,0.72,0.83,0.98,1.0,0.99,0.86,0.65,0.65,1.0,0.68,0.98,0.83,0.23,0.96,1.0,0.64,0.59,0.6,0.95,1.0,0.35,1.0,0.97,0.98,0.87,0.58,0.99,0.27,0.33,0.61,0.45,0.8,0.85,0.35,0.12,0.65,0.9,1.0,0.98,0.65,0.67,0.17,0.66,0.66,0.7,1.0,0.94,1.0,0.76,1.0,0.75,1.0,1.0,0.87,0.37,703.162261380323,30.414896217765765,19.272313271206688,1.5598891667756083,0.0046151473114522,1.7524398248347144,1.3520684281797462,0.4582089552238805,0.4503527891429376,49.87881539687385,0.5402020007283165,0.2133333333333333,0.4928053803045811,729.7992044990169,46.47067269989483,27.80156416986598
sub-134,Female,18.0,Caucasian,Questionnaire_First,Exp6,Questionaire,Credits_4,"RS: RSP was slightly noisy at first but then stablised. ECG had clear R-peaks throughout, EEG eas good but TP10 was high during RS. Muse stopped 20 seconds into TAP. ECG, RSP and EEG were good in HCT",,0.8955555555555557,0.5775,0.696,0.706619718309859,0.3399999999999999,0.0779999999999999,0.4024999999999999,0.6540000000000001,0.9025,0.04,0.8999999999999999,0.8175,0.6575,0.58,0.6500000000000001,0.558,0.59,0.855,0.484,0.91,0.65,0.868,0.5775,0.4424999999999999,0.6925,0.8574999999999999,0.7325,0.58,0.514,0.5828571428571429,0.712,0.795,0.4966666666666666,0.7966666666666667,0.93,0.31,0.17,0.25,0.34,0.79,0.6,0.03,0.85,0.29,1.0,0.06,0.77,0.92,0.3,0.34,0.11,0.88,0.41,0.66,0.71,0.25,0.34,0.86,0.59,0.4,0.54,0.76,0.36,0.36,0.58,0.8,0.08,0.87,0.35,0.63,0.35,0.77,0.1,0.41,0.15,0.91,0.78,0.9,0.35,0.43,0.29,0.36,0.04,0.91,0.16,0.67,0.94,0.56,0.8,0.18,0.86,0.22,0.73,0.12,0.79,0.07,0.68,0.14,0.65,0.66,0.1,0.81,0.66,0.2,0.0,0.72,0.59,0.02,0.88,0.41,0.96,0.89,0.94,0.76,0.05,0.63,0.11,0.35,0.73,0.37,0.82,0.33,0.19,0.58,0.91,0.83,0.07,0.04,0.44,0.15,0.56,0.0,0.65,0.44,0.34,0.67,0.66,0.3,0.81,0.2,0.71,0.79,0.77,0.37,0.59,0.63,0.83,0.86,0.64,0.76,0.87,0.66,0.66,0.73,0.78,0.61,0.35,0.4,0.9,0.76,0.41,0.31,0.74,0.36,0.73,0.89,0.85,0.34,0.29,0.59,0.33,0.75,0.82,0.88,0.9,0.92,0.37,0.61,0.64,0.84,0.89,0.31,0.81,0.38,0.81,0.88,0.39,0.64,0.92,0.42,0.77,672.061095505618,40.4936155538943,22.06415654901427,1.0176187731392112,0.0068089757614923,1.607202878543191,3.093759788950172,0.3086770981507823,0.5209376829976592,50.53271607729229,0.8341284265129846,0.4083333333333334,0.0857142857142857,782.6749066074872,62.201636288197925,39.65958851542539
sub-135,Female,20.0,Mixed,Task_First,Exp5,Task,Credits_4,"Muse turned off at 3:45 during RS but signals were good before this.  Participant moved to drink at 4:20 in RS so signals got a bit noisy. ECG good throughout. During RS and TAP, RSP was spikey (not smooth waves) but mostly clear peaks, this improved during TAP fast trial and had clear waves during HCT. EEG was good during TAP with some artifacts, but AF7 was very noisy during random trial, and became very noisy again throughout HCT. Trial 1 of HCT should be removed if possible as participant had a coughing fit and could not count for the first trial, but the other trials should be okay.",,0.6544444444444444,0.3199999999999999,0.4826666666666666,0.6442253521126761,0.85,0.2279999999999999,0.48,0.562,0.795,0.2075,0.975,0.4475,1.0,0.6519999999999999,0.8019999999999999,0.604,1.0,0.7025,0.684,0.5,0.3874999999999999,0.5820000000000001,0.5375,0.53,0.33,0.8625,0.6525,0.2316666666666667,0.196,0.637142857142857,0.732,0.6375000000000001,0.4633333333333334,0.7066666666666667,1.0,0.0,0.71,0.65,0.75,0.88,0.36,0.64,0.66,0.36,0.59,0.37,0.7,1.0,1.0,0.71,0.74,0.66,0.72,0.71,0.43,0.63,0.88,1.0,0.71,0.58,1.0,0.34,0.3,0.67,1.0,1.0,0.15,0.58,0.0,1.0,0.66,1.0,0.29,1.0,0.0,0.61,0.62,0.7,0.57,0.45,1.0,0.0,0.1,0.83,0.0,0.56,0.99,0.59,0.35,0.7,0.7,0.0,1.0,0.0,0.75,0.61,0.67,0.72,0.69,0.78,0.67,0.82,0.63,0.73,0.0,0.44,0.7,0.62,0.61,0.43,0.91,1.0,1.0,1.0,1.0,0.61,0.0,0.38,1.0,0.66,1.0,1.0,0.49,0.32,1.0,1.0,1.0,0.41,0.57,1.0,0.0,0.57,1.0,0.78,0.55,0.91,0.99,0.64,0.81,0.61,0.86,0.69,0.64,0.85,0.15,0.69,0.86,0.75,0.61,0.78,0.93,0.7,0.1,0.19,0.57,0.66,0.62,0.62,0.67,0.73,0.86,1.0,0.8,0.75,0.64,0.35,0.37,0.97,0.58,0.58,0.38,0.42,0.64,0.58,0.34,0.71,0.61,0.28,0.43,0.65,0.69,0.54,0.72,0.56,0.6,0.56,0.3,0.75,0.63,0.4,0.7,791.1361386138614,57.448280995714505,33.836157246207534,1.5418276889378986,0.0065972881871004,1.6545160238441596,2.963379317865305,0.4186046511627907,0.5162525309144418,50.260664443235,0.5578438873369748,0.4866666666666666,-0.3999999999999999,769.4165873039178,57.76757031251257,35.96031392683965
sub-136,Male,20.0,Caucasian,Questionnaire_First,Exp7,Questionaire,Credits_4,"RS: ECG had clear peaks, a few negative spikes, RSP ok, EEG stopped at 1:15 but was good before. TAP: ECG and RSP ok, TP9/10 spiked occasionally but otherwise all channels were ok, there was a large spike across all channels at 8:00. HCT: ECG ok, RSP was a bit spiky but had clear peaks. EEG had some TP9/10 spikes again but otherwise good",,0.7977777777777777,0.49,0.4486666666666667,0.5401408450704224,0.7779999999999999,0.474,0.485,0.358,0.5225,0.14,0.73,0.2724999999999999,0.205,0.716,0.628,0.348,0.9425,0.8675,0.246,0.6375,0.825,0.654,0.015,0.605,0.1974999999999999,0.8374999999999999,0.4825,0.2283333333333333,0.7299999999999999,0.6614285714285714,0.554,0.6875,0.24,0.93,0.83,0.23,0.32,0.35,0.88,0.64,0.63,0.77,0.39,0.35,0.8,0.32,0.46,0.64,0.77,0.91,0.28,1.0,0.57,0.72,0.0,0.42,1.0,0.78,0.64,0.17,0.18,0.11,0.18,0.15,0.09,0.59,0.34,0.69,0.08,0.82,1.0,0.37,0.1,0.75,0.11,0.74,0.66,0.87,0.8,0.98,0.2,0.21,0.16,0.79,0.26,0.21,0.82,0.82,0.38,0.73,0.64,0.73,0.28,0.17,0.87,0.28,0.22,0.06,0.0,0.19,0.15,0.74,0.31,0.73,0.76,0.73,0.91,0.32,0.19,0.8,0.09,0.65,0.87,0.82,0.3,0.23,0.13,0.05,1.0,0.18,0.24,1.0,0.11,0.76,0.66,0.46,0.53,0.05,0.04,0.74,0.85,0.34,0.85,0.34,0.89,0.66,0.37,0.91,0.64,0.69,0.4,0.81,1.0,0.86,0.23,0.82,0.16,1.0,0.65,0.59,0.96,0.7,0.84,0.67,0.61,0.3,0.79,0.57,0.09,0.79,0.69,0.71,0.75,0.72,0.22,0.66,0.75,0.27,0.19,0.53,0.5,0.5,0.5,0.82,0.59,0.5,0.5,0.5,0.19,0.5,0.5,0.5,0.91,0.25,0.5,0.32,0.5,0.08,0.7,0.5,0.72,904.358223062382,101.58524154927424,73.77730619296769,1.4379760935691217,0.0117593629117213,1.7600136195583456,1.1550373326797352,0.3866666666666666,0.5791721042991836,50.235204533033965,0.8658167067996789,0.6766666666666667,-0.0857142857142857,1018.2963214876632,93.2304763469352,87.605563974919
sub-138,Male,19.0,Caucasian,Questionnaire_First,Exp7,Questionaire,Credits_4,"ECG had clear R peaks but quite noisy T-waves during RS but was very clear for TAP and HCT. RSP good throughout, EEG had occasional spikes on TP9/10 but otherwise was ok, hovered around 15",,0.4155555555555555,0.5525,0.6900000000000001,0.6678873239436618,0.374,0.502,0.3925,0.366,0.8375,0.4549999999999999,0.7225,0.615,0.6825000000000001,0.8699999999999999,0.912,0.746,0.9025,0.5025000000000001,0.7699999999999999,0.3075,0.6124999999999999,0.716,0.595,0.5325,0.6300000000000001,0.7075,0.77,0.4983333333333333,0.4939999999999999,0.6942857142857142,0.7220000000000001,0.8175,0.7466666666666667,0.8066666666666666,0.63,0.37,0.33,0.12,0.69,0.64,0.32,0.21,0.86,0.69,0.73,0.29,0.7,0.37,0.35,0.22,0.39,0.97,0.92,0.96,0.24,0.65,0.39,0.79,0.87,0.26,0.87,0.97,0.14,0.63,0.94,0.89,0.6,0.63,0.15,0.44,0.37,0.69,0.48,0.58,0.62,0.88,0.67,0.94,0.24,0.51,0.88,0.14,0.38,0.95,0.59,0.23,0.35,0.6,0.67,0.9,0.96,0.63,0.55,0.7,0.8,0.38,0.47,0.69,0.58,0.89,0.32,0.8,0.5,0.47,0.64,0.18,0.61,0.67,0.78,0.27,0.86,0.89,0.6,0.87,0.76,0.29,0.25,0.19,0.91,0.66,0.83,0.94,0.87,0.3,0.75,0.92,0.79,0.5,0.68,0.35,0.63,0.3,0.91,0.58,0.6,0.49,0.11,0.62,0.88,0.33,0.86,0.32,0.93,0.81,0.66,0.5,0.95,0.82,0.81,0.7,0.86,0.41,0.53,0.86,0.88,0.8,0.35,0.75,0.78,0.67,0.63,0.28,0.85,0.7,0.65,0.7,0.66,0.72,0.78,0.95,0.41,0.96,0.95,0.83,0.69,0.99,0.62,0.0,0.69,1.0,0.68,0.92,0.7,0.63,0.83,0.89,0.88,0.27,0.68,0.79,0.78,1010.2183544303796,90.51905935424476,64.01163097933257,1.3839910971457978,0.0182916366159401,1.8050211996415977,1.2081662697879665,0.3609341825902336,0.5656346375865139,50.41086304521835,0.6500478056420576,0.1033333333333333,0.0579771035652448,1083.7362163299665,117.67304304576028,87.73848891659445
sub-139,Female,19.0,Latin,Task_First,Exp7,Task,Credits_4,"RS: RSP ok, ECG very noisy but still had clear R peaks, EEG good but stopped at 4:30. TAP: RSP ok, ECG still very noisy but with clear peaks, EEG good, a few spikes on all channels to around 50 but normally at around 15. HCT: RSP ok, ECG still noisy, EEG ok, huge spike on all channels to 300 at 2:30",,0.69,0.755,0.5660000000000001,0.590281690140845,0.564,0.352,0.3225,0.444,0.6525,0.32,0.7000000000000001,0.62,0.335,0.394,0.5359999999999999,0.7180000000000001,0.7325,0.6774999999999999,0.6479999999999999,0.76,0.7675000000000001,0.698,0.4725,0.6300000000000001,0.3974999999999999,0.815,0.67,0.515,0.51,0.5871428571428572,0.624,0.6975,0.48,0.7866666666666666,0.94,0.18,0.37,0.03,0.73,0.35,0.42,0.43,0.54,0.39,0.71,0.29,0.7,0.75,0.56,0.52,0.14,0.53,0.47,0.25,0.6,0.43,0.57,0.72,0.39,0.85,0.17,0.65,0.29,0.77,0.5,0.66,0.62,0.68,0.09,0.4,0.53,0.92,0.39,0.67,0.3,0.83,0.77,0.71,0.66,0.53,0.75,0.46,0.4,0.53,0.27,0.33,0.61,0.78,0.5,0.59,0.48,0.58,0.25,0.17,1.0,0.21,0.39,0.3,0.5,0.54,0.33,0.7,0.43,0.52,0.36,0.38,0.71,0.41,0.63,0.39,0.76,0.77,0.64,0.72,0.25,0.4,0.52,0.18,0.87,0.33,0.53,0.55,0.62,0.11,0.6,0.78,0.19,0.24,0.45,0.56,0.72,0.3,0.6,0.4,0.35,0.41,0.65,0.73,0.83,0.29,0.65,0.93,0.85,0.34,0.44,0.79,0.63,0.75,0.67,0.6,0.85,0.58,0.63,0.82,0.63,0.54,0.55,0.24,0.52,0.76,0.73,0.73,0.74,0.55,0.42,0.59,0.59,0.58,0.46,0.4,0.97,0.98,0.88,0.91,0.3,0.72,0.67,0.37,0.85,0.88,0.66,0.79,0.98,0.72,0.62,0.71,0.78,0.41,0.8,0.85,0.8,706.2817109144543,105.23904486023729,130.7298227580289,1.2958036674064906,0.0257282736855848,1.893611984739828,0.6320163892575437,0.4837209302325581,0.5175609018686751,50.28521504833531,0.7729752986269594,0.0083333333333333,-0.4394802124588286,728.9588117933325,85.53822737323274,115.08548940737496
sub-14,Female,28.0,Caucasian,Questionnaire_First,Exp1,Questionnaire,Money_10,AF8 unstable during RS; slight noise with ECG; AF7 and 8 unstable during TAP and the participant cannot maintain the same tapping speed sometimes; AF7 and TP10 unstable during HCT,,0.6411111111111111,0.545,0.2833333333333333,0.5014084507042252,0.6900000000000001,0.38,0.3775,0.55,0.7025,0.105,0.785,0.43,0.2725,0.228,0.422,0.366,0.4925,0.6525,0.432,0.6025,0.7749999999999999,0.6619999999999999,0.1625,0.435,0.205,0.7075,0.765,0.3766666666666666,0.44,0.7242857142857143,0.868,0.625,0.8466666666666667,0.8933333333333334,1.0,0.5,0.15,0.34,0.87,0.6,0.62,0.61,0.59,0.22,0.94,0.25,0.33,0.5,0.59,0.82,0.21,0.72,0.4,0.29,0.62,0.5,0.69,0.73,0.39,0.95,0.15,0.34,0.99,0.67,0.27,0.36,0.5,0.84,0.32,0.73,0.99,0.81,0.34,0.34,0.41,0.7,0.34,0.93,0.66,0.99,0.71,0.58,0.22,0.33,0.18,0.55,0.8,0.95,0.17,0.05,0.42,0.98,0.65,0.74,0.91,0.5,0.85,0.3,0.62,0.89,0.33,0.66,0.35,0.77,0.31,0.43,0.86,0.65,0.72,0.65,0.65,0.88,1.0,0.58,0.3,0.38,0.13,0.82,0.7,0.38,0.33,0.34,0.26,0.5,1.0,0.38,0.61,0.16,0.01,0.62,0.5,0.64,0.25,0.32,0.79,0.5,0.7,0.76,0.69,0.32,0.75,1.0,0.8,0.79,0.78,0.71,0.89,0.88,0.62,0.88,1.0,0.6,0.65,0.82,0.89,0.98,0.24,0.62,0.76,1.0,0.65,0.63,0.56,0.87,0.94,0.68,0.36,0.67,0.78,0.63,0.22,0.81,0.61,0.84,1.0,0.82,0.84,0.26,1.0,0.84,0.71,0.99,1.0,0.82,0.94,0.77,1.0,0.63,0.81,0.5,0.99,922.3188824662814,66.1516258033928,60.07043806197462,1.7536077032636788,0.0129353424977232,1.927904737067188,0.6043754200311946,0.5203094777562862,0.4808338570141425,50.34351133123868,0.8881643626187915,0.6533333333333333,0.4857142857142857,932.3661166652546,86.42586784493797,60.21500368304596
sub-140,Female,21.0,Caucasian,Questionnaire_First,Exp8,Questionaire,Credits_4,"RSP: Mostly good clear peaks throughout, some noise. ECG: Good throughout. EEG: During RS TP9, AF7 & AF8 good, TP10 very noisy throughout, during TAP & HCT AF7 & AF8 good, TP9 & TP10 quite noisy, short bouts of clear signal. At the end of the experiment I noticed the Lux had come loose, may have impacted the TAP task.",,0.7677777777777778,0.5675,0.5459999999999999,0.5912676056338028,0.6680000000000001,0.306,0.4375,0.5539999999999999,0.6925,0.275,0.75,0.565,0.62,0.554,0.512,0.644,0.655,0.6799999999999999,0.5860000000000001,0.7825,0.6174999999999999,0.6020000000000001,0.415,0.4975,0.425,0.6975,0.4175,0.4366666666666667,0.24,0.4642857142857143,0.5559999999999999,0.6024999999999999,0.4066666666666667,0.7100000000000001,0.84,0.41,0.35,0.31,0.68,0.54,0.39,0.42,0.65,0.41,0.6,0.35,0.62,0.67,0.68,0.54,0.4,0.66,0.67,0.5,0.38,0.38,0.62,0.65,0.59,0.59,0.56,0.27,0.4,0.37,0.65,0.66,0.15,0.56,0.24,0.36,0.58,0.5,0.38,0.85,0.25,0.59,0.64,0.65,0.42,0.56,0.55,0.34,0.22,0.68,0.14,0.73,0.62,0.58,0.34,0.23,0.37,0.34,0.61,0.16,0.65,0.37,0.64,0.32,0.36,0.62,0.36,0.67,0.57,0.68,0.3,0.36,0.74,0.23,0.56,0.31,0.75,0.68,0.8,0.62,0.34,0.57,0.22,0.42,0.65,0.74,0.71,0.6,0.59,0.23,0.72,0.69,0.06,0.12,0.44,0.77,0.55,0.39,0.61,0.65,0.69,0.04,0.91,0.72,0.63,0.66,0.34,0.6,0.68,0.65,0.25,0.61,0.67,0.68,0.61,0.59,0.6,0.36,0.34,0.3,0.7,0.36,0.11,0.3,0.62,0.77,0.34,0.73,0.72,0.29,0.25,0.35,0.36,0.69,0.61,0.76,0.37,0.65,0.7,0.78,0.77,0.72,0.84,0.67,0.28,0.38,0.41,0.73,0.32,0.36,0.62,0.72,0.33,0.38,0.38,0.29,0.34,857.4713774597495,85.7580162511063,55.01591900610242,1.5474177594937872,0.002501444130585,1.9098484976949213,0.5029698987893316,0.5519713261648745,0.4539440695028198,50.242567334162125,0.0077519379844961,0.0,,922.2259344982184,79.58465579784131,64.5397276209345
sub-141,Other,20.0,Mixed White And Asian,Task_First,Exp8,Task,Credits_4,"RSP: Clear peaks during RS, became more noisy throughout TAP and even more during HCT. ECG: good throughout. EEG: all channels good throughout.",,0.4911111111111111,0.4125,0.2293333333333333,0.3971830985915492,1.0,0.15,0.26,0.236,0.7300000000000001,0.1475,0.5325000000000001,0.2425,0.6224999999999999,0.1539999999999999,0.616,0.2,0.5575,0.475,0.0,0.3725,0.2275,0.3179999999999999,0.0025,0.54,0.2275,0.9625,0.7125,0.1066666666666666,0.482,0.0828571428571428,0.2,0.255,0.1666666666666666,0.5533333333333333,0.78,0.81,0.63,0.0,0.79,0.26,0.45,0.6,0.64,0.0,1.0,0.24,0.0,0.18,1.0,0.6,0.62,1.0,0.21,0.36,0.0,0.14,1.0,1.0,0.0,0.8,0.6,0.0,1.0,0.0,0.62,0.21,0.19,0.4,0.41,0.0,1.0,1.0,0.66,0.0,0.41,0.75,0.19,0.85,0.7,0.99,0.65,0.63,0.65,0.79,0.45,0.15,0.86,0.53,0.0,0.4,0.92,0.33,0.6,0.0,1.0,0.62,0.24,0.77,0.0,0.6,0.64,0.74,0.31,1.0,0.13,1.0,0.0,0.19,0.21,0.77,0.93,0.61,1.0,0.24,0.81,0.21,0.4,0.58,0.6,0.73,0.0,0.24,0.0,1.0,0.79,0.0,0.43,0.45,0.0,1.0,0.0,0.66,0.8,0.25,0.76,1.0,0.74,0.7,0.58,0.89,0.67,0.32,0.58,0.92,0.0,0.79,0.67,0.76,0.08,0.0,0.15,0.91,0.31,0.6,0.22,0.3,0.29,0.18,0.15,0.32,0.0,1.0,0.22,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.63,0.71,0.19,0.6,1.0,0.66,0.39,0.0,0.33,1.0,0.2,0.4,0.73,0.79,0.34,0.33,0.0,0.7,1.0,0.87,0.4,627.145942408377,50.83253771415152,12.633416442481993,0.523320202494929,0.0003011985767476,1.493353065369046,8.249844458329928,0.4702702702702702,0.5305149694362082,49.90350079016256,0.1268126042353488,0.0083333333333333,0.1309307341415954,758.4308518368285,46.54244555838761,29.37732211296439
sub-142,Female,19.0,Indian,Questionnaire_First,Exp8,Questionaire,Credits_4,"RSP: Some noise but mostly distinct peaks throughout. ECG: Good throughout, occasional odd fluctuations. EEG: RS - good throughout, froze 05:28, TAP - relatively good but lots of in sync spikes across all channels (artifacts), HCT - relatively good throughout, fewer artifacts, froze on last counting trial at 03:50, restarted it but then realised I didn't need to.",,0.7244444444444444,0.7150000000000001,0.386,0.5460563380281691,0.6260000000000001,0.498,0.345,0.6540000000000001,0.885,0.255,0.6025,0.2525,0.6950000000000001,0.51,0.576,0.8960000000000001,0.675,0.5549999999999999,0.16,0.7774999999999999,0.5549999999999999,0.4059999999999999,0.6799999999999999,0.53,0.1825,1.0,0.5774999999999999,0.34,0.51,0.2271428571428571,0.7859999999999999,0.6575,0.5866666666666667,0.7766666666666667,0.42,0.23,0.0,0.28,0.85,0.78,0.6,0.74,0.83,0.0,0.71,0.0,0.27,0.91,0.31,1.0,0.34,0.67,0.52,0.34,0.75,0.3,0.29,1.0,0.63,0.56,0.67,1.0,0.38,0.03,0.61,0.74,0.75,0.2,0.41,0.29,0.34,0.21,0.0,1.0,0.39,0.81,0.42,1.0,0.71,0.17,0.6,1.0,0.68,0.75,0.32,0.24,0.75,0.58,0.29,0.66,0.67,0.18,0.68,0.0,1.0,0.0,0.74,0.61,0.83,0.8,0.85,0.22,0.9,0.74,0.71,0.93,0.61,0.24,0.39,1.0,0.9,0.6,0.7,0.29,0.2,0.67,0.0,0.45,0.67,0.28,0.12,0.72,0.31,0.23,0.93,1.0,0.28,0.18,0.4,0.79,0.37,1.0,0.72,1.0,0.32,0.77,0.24,1.0,1.0,0.77,0.1,0.33,0.6,0.9,0.28,0.44,0.76,0.73,0.37,0.62,1.0,0.73,0.77,0.72,0.39,0.72,0.25,0.24,0.7,1.0,0.24,0.76,0.67,0.3,0.61,0.0,0.57,0.23,0.76,0.11,0.31,0.13,1.0,1.0,0.77,0.89,0.95,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,0.7,1.0,1.0,1.0,0.82,760.2492063492064,74.17360693658351,53.64296011697423,1.4827748160724057,0.0134947039064343,1.867380789902941,0.5612362147816543,0.354066985645933,0.5666337287249996,49.9763546598271,0.793537938499847,0.6966666666666667,0.8285714285714287,810.5662766018231,48.87183788654369,47.1756510942829
